handover_success_rate,ABS_QoS_DRB,DRB.RlcDelayUI,DRB.AirIfDelayUI,DRB.RlcSduDelayDl,DRB.AirIfDelayDl,ULDelay_gNBDU_Cell,DLDelay_gNBDU_Cell,Label
0.987753566,4,0.170093414,0.641581809,0.110042177,0.633339258,0.811675223,0.743381434,0
0.979929341,1,0.101999423,0.616688035,0.237112142,0.0864934,0.718687458,0.323605542,0
0.980307994,3,0.263650151,0.43942534,0.175710968,0.451073757,0.703075491,0.626784725,0
0.988124545,1,0.087351403,0.37900488,0.454785311,2.28E-05,0.466356283,0.454808075,0
0.98691056,2,0.633554545,0.129452424,0.208855933,0.468727978,0.763006969,0.677583911,0
0.966843862,3,0.516741115,0.297633739,0.055902352,0.653638451,0.814374855,0.709540803,0
0.961123796,1,0.526702942,0.355705883,0.640871522,0.350072351,0.882408825,0.990943874,0
0.973342944,1,0.214822422,0.140054769,0.28231396,0.233224358,0.354877191,0.515538318,0
0.966530245,4,0.06118216,0.548083108,0.456029511,0.321873196,0.609265269,0.777902707,0
0.971344828,4,0.196808944,0.527800791,0.460842749,0.400005699,0.724609735,0.860848447,0
0.9610957,2,0.519583694,0.339048773,0.245095892,0.048064644,0.858632467,0.293160535,0
0.989880064,4,0.167326823,0.181207133,0.181019589,0.008511915,0.348533956,0.189531504,0
0.964677876,4,0.436099457,0.092355387,0.331189688,0.582610582,0.528454844,0.91380027,0
0.967568379,0,0.566833873,0.379116977,0.142377575,0.316870659,0.945950849,0.459248234,0
0.965530346,4,0.148963146,0.146861695,0.244121153,0.339919835,0.295824841,0.584040988,0
0.986417004,2,0.654177824,0.254442491,0.071518379,0.365966422,0.908620315,0.437484801,0
0.984103895,1,0.249487031,0.307884166,0.180179253,0.502518409,0.557371197,0.682697662,0
0.972887837,3,0.604655393,0.195435505,0.328494856,0.612435082,0.800090898,0.940929938,0
0.97767753,1,0.375331877,0.431910827,0.632953811,0.225144114,0.807242704,0.858097925,0
0.982017904,1,0.277613014,0.338049988,0.05883084,0.112563892,0.615663002,0.171394733,0
0.96430784,3,0.612211389,0.353855316,0.305830386,0.189508179,0.966066705,0.495338565,0
0.978776224,1,0.25239832,0.566464823,0.094293181,0.512768334,0.818863143,0.607061516,0
0.968708865,3,0.230123253,0.004495044,0.316348769,0.338594668,0.234618297,0.654943437,0
0.976157672,3,0.579168023,0.007409666,0.478312089,0.496997988,0.586577688,0.975310077,0
0.967536142,3,0.226310988,0.523613624,0.51971497,0.25488935,0.749924612,0.77460432,0
0.983140569,2,0.017479769,0.633641253,0.184077759,0.163081683,0.651121022,0.347159442,0
0.97881704,4,0.296073273,0.141574225,0.426093424,0.144421657,0.437647498,0.570515081,0
0.981456287,1,0.141851737,0.133280643,0.579170342,0.400305224,0.27513238,0.979475566,0
0.987871473,3,0.376571232,0.416792116,0.311336375,0.56457653,0.793363348,0.875912905,0
0.985678061,2,0.612232535,0.298352392,0.417717537,0.044651606,0.910584927,0.462369143,0
0.980836214,2,0.364774879,0.135303643,0.594915421,0.289754961,0.500078522,0.884670382,0
0.977843267,4,0.430983684,0.206053392,0.191258923,0.64993455,0.637037077,0.841193473,0
0.966077515,1,0.064056501,0.423979044,0.242930164,0.327786488,0.488035545,0.570716652,0
0.974266932,3,0.212130699,0.475952626,0.500530697,0.307349333,0.688083324,0.807880031,0
0.96482477,0,0.332849933,0.526846702,0.36990726,0.025841662,0.859696635,0.395748922,0
0.962654667,4,0.507281408,0.309207138,0.447851887,0.183009677,0.816488546,0.630861564,0
0.964486845,1,0.075499259,0.575708283,0.616309135,0.049274452,0.651207542,0.665583587,0
0.965503849,3,0.198771797,0.022814836,0.512933859,0.432038708,0.221586633,0.944972567,0
0.960558585,4,0.219966285,0.660207958,0.527166444,0.107950897,0.880174242,0.635117341,0
0.981113587,1,0.259423388,0.469049594,0.097650929,0.54964088,0.728472982,0.647291809,0
0.968850464,3,0.020193938,0.310645156,0.5011695,0.040762682,0.330839094,0.541932181,0
0.967717734,2,0.100097921,0.012936523,0.44135696,0.087690552,0.113034444,0.529047512,0
0.982992419,3,0.098428573,0.09758208,0.484891602,0.33815435,0.196010654,0.823045952,0
0.962360878,0,0.553829496,0.071153128,0.205233169,0.191606287,0.624982624,0.396839456,0
0.984998667,1,0.490320647,0.229384994,0.367134659,0.462508818,0.71970564,0.829643476,0
0.983125238,4,0.420073901,0.109842281,0.033363431,0.01230041,0.529916182,0.045663841,0
0.980624607,3,0.106340862,0.626813484,0.256917544,0.475349916,0.733154345,0.73226746,0
0.98499652,4,0.609177385,0.384252191,0.591251643,0.062574431,0.993429577,0.653826074,0
0.969979971,2,0.252871976,0.367530341,0.542615124,0.357739943,0.620402317,0.900355067,0
0.977715723,4,0.6356498,0.33721865,0.663195755,0.323014187,0.97286845,0.986209942,0
0.972823948,1,0.12406207,0.244658111,0.080968757,0.586055727,0.368720181,0.667024484,0
0.989167694,2,0.489061607,0.200003251,0.010206997,0.341957533,0.689064858,0.35216453,0
0.974166263,2,0.056627468,0.382800856,0.453836228,0.119205104,0.439428324,0.573041333,0
0.971149809,2,0.234306993,0.079218732,0.521010031,0.225908429,0.313525725,0.746918459,0
0.985443567,1,0.245746086,0.344499364,0.648937717,0.290478915,0.59024545,0.939416631,0
0.984239056,0,0.621447135,0.26921174,0.364676415,0.164834393,0.890658875,0.529510808,0
0.985840334,2,0.069615303,0.166938743,0.409418996,0.316357191,0.236554046,0.725776186,0
0.97418072,3,0.129974423,0.515008443,0.278898814,0.623961951,0.644982866,0.902860765,0
0.962214702,1,0.291687886,0.32136249,0.083235186,0.467207895,0.613050376,0.550443082,0
0.98476648,1,0.416213982,0.007897634,0.281049665,0.47790062,0.424111616,0.758950285,0
0.967069935,2,0.017228725,0.284113439,0.281689447,0.423488878,0.301342165,0.705178325,0
0.960722607,1,0.346287051,0.439746702,0.436626497,0.396048781,0.786033752,0.832675279,0
0.97004458,4,0.099368773,0.642015672,0.168922408,0.527171844,0.741384445,0.696094251,0
0.984997728,1,0.432459235,0.12063023,0.295538842,0.167054082,0.553089465,0.462592924,0
0.961852804,1,0.179961824,0.344809064,0.318019477,0.240168064,0.524770888,0.558187541,0
0.973049828,0,0.523491898,0.352602685,0.612977623,0.016865507,0.876094583,0.62984313,0
0.961648151,3,0.00505208,0.092238089,0.263557649,0.047793982,0.097290168,0.311351631,0
0.971046172,0,0.399859058,0.185340338,0.000118129,0.210026638,0.585199396,0.210144768,0
0.986229721,4,0.325037929,0.178236618,0.472992042,0.051150886,0.503274547,0.524142929,0
0.961360772,2,0.593329542,0.0011503,0.338753694,0.165009279,0.594479843,0.503762973,0
0.964442542,3,0.348669418,0.530373737,0.64906209,0.127644975,0.879043155,0.776707065,0
0.961954685,4,0.063701939,0.438471387,0.065287412,0.132254015,0.502173326,0.197541427,0
0.96243861,0,0.237911239,0.155954063,0.381452982,0.281557565,0.393865302,0.663010547,0
0.976941954,3,0.105795778,0.644984817,0.149632082,0.517442219,0.750780595,0.667074301,0
0.984504159,1,0.400949744,0.276799749,0.556768526,0.373418371,0.677749493,0.930186897,0
0.980281991,4,0.066445124,0.228353204,0.409930351,0.236920188,0.294798328,0.64685054,0
0.960059564,1,0.293648223,0.338699074,0.526741057,0.275374182,0.632347296,0.80211524,0
0.965502982,1,0.300657433,0.192243202,0.064453829,0.055109708,0.492900634,0.119563537,0
0.986363475,2,0.411077831,0.193902127,0.283715985,0.183941789,0.604979958,0.467657774,0
0.981383585,3,0.089257469,0.607983337,0.092041292,0.080277243,0.697240806,0.172318535,0
0.967001015,2,0.236246103,0.456830914,0.185973498,0.312827853,0.693077017,0.498801351,0
0.97351248,4,0.142336578,0.582001152,0.507907564,0.451683489,0.72433773,0.959591053,0
0.972008405,3,0.266420682,0.087083313,0.272221733,0.260459301,0.353503995,0.532681034,0
0.987370659,4,0.492969776,0.463694249,0.478966274,0.233186739,0.956664025,0.712153013,0
0.979466953,1,0.006715272,0.481216467,0.000421915,0.182523317,0.487931739,0.182945232,0
0.986958292,4,0.106721282,0.021990842,0.200735987,0.354238108,0.128712124,0.554974096,0
0.986809318,1,0.168261958,0.229429166,0.542496354,0.312466498,0.397691124,0.854962852,0
0.987335825,1,0.527418535,0.206627809,0.384350552,0.376529767,0.734046344,0.760880319,0
0.984171765,2,0.501034155,0.083380345,0.283598846,0.629944476,0.5844145,0.913543322,0
0.962398165,0,0.47805606,0.390181973,0.409090081,0.410042964,0.868238033,0.819133045,0
0.964371213,3,0.098695062,0.523903443,0.063143139,0.403077517,0.622598504,0.466220656,0
0.969957404,3,0.431053201,0.443256893,0.269760465,0.617292168,0.874310094,0.887052633,0
0.961619709,4,0.246409142,0.610963058,0.264085859,0.136161115,0.8573722,0.400246974,0
0.978629348,3,0.249610827,0.370577004,0.15636882,0.256017522,0.620187831,0.412386342,0
0.964182976,2,0.004239488,0.355941432,0.582098348,0.103753397,0.36018092,0.685851746,0
0.982738099,0,0.437026542,0.295590962,0.535195027,0.349498737,0.732617504,0.884693764,0
0.988066678,0,0.139597978,0.15380555,0.391523506,0.211162415,0.293403528,0.602685922,0
0.983273422,3,0.28161759,0.12009555,0.310668341,0.418327451,0.40171314,0.728995792,0
0.976051,4,0.391560102,0.176753161,0.480524864,0.245680508,0.568313262,0.726205372,0
0.965899924,2,0.265512607,0.504801705,0.556796245,0.436978888,0.770314312,0.993775133,0
0.96416888,1,0.415847248,0.456816052,0.130996036,0.30499543,0.8726633,0.435991465,0
0.981112192,4,0.055522755,0.143137457,0.011910535,0.006059228,0.198660213,0.017969762,0
0.969134838,1,0.37419468,0.302358879,0.197219196,0.542006445,0.67655356,0.739225641,0
0.972282524,1,0.370827364,0.594010269,0.024747125,0.556023087,0.964837633,0.580770213,0
0.976342399,4,0.319475781,0.435791096,0.061016559,0.369860625,0.755266876,0.430877184,0
0.970242637,2,0.43102515,0.360646121,0.248578187,0.432054845,0.791671271,0.680633031,0
0.974689812,1,0.401201482,0.441214251,0.55241187,0.343962457,0.842415733,0.896374326,0
0.984119521,0,0.42556441,0.198518211,0.648469283,0.313026209,0.624082621,0.961495492,0
0.97143511,4,0.003509162,0.589631532,0.160310288,0.270182248,0.593140694,0.430492535,0
0.974857317,3,0.381044514,0.233636359,0.179762476,0.154592258,0.614680873,0.334354733,0
0.986791008,3,0.653948645,0.217858274,0.252197326,0.032469567,0.87180692,0.284666893,0
0.982772762,4,0.450918222,0.208487688,0.459994105,0.537058598,0.65940591,0.997052703,0
0.96395404,1,0.196921936,0.650322801,0.626160414,0.311101846,0.847244736,0.93726226,0
0.981894207,2,0.179129202,0.303413428,0.387413819,0.246148602,0.48254263,0.633562421,0
0.987400531,1,0.591360227,0.178418875,0.058069231,0.433562579,0.769779102,0.49163181,0
0.974029822,2,0.200823012,0.412304442,0.238439097,0.342653883,0.613127454,0.58109298,0
0.984037316,2,0.053714731,0.086386814,0.20600486,0.255490523,0.140101545,0.461495383,0
0.97146714,4,0.620984918,0.198447615,0.558691322,0.1299318,0.819432533,0.688623123,0
0.975221911,2,0.416441758,0.385135594,0.318629065,0.358987533,0.801577352,0.677616598,0
0.980841712,2,0.210572997,0.162619098,0.214935041,0.527971661,0.373192096,0.742906702,0
0.980717226,1,0.3710622,0.432178515,0.366878244,0.008357951,0.803240715,0.375236194,0
0.982606619,2,0.381170779,0.574753132,0.002588484,0.130398013,0.955923911,0.132986497,0
0.975665814,2,0.271127651,0.131462341,0.414341595,0.103001878,0.402589992,0.517343473,0
0.983555576,3,0.045255131,0.19784162,0.400695743,0.148026829,0.243096752,0.548722572,0
0.977364089,1,0.306271237,0.217161577,0.661761758,0.33017389,0.523432814,0.991935648,0
0.979621358,2,0.612850636,0.092904313,0.537165145,0.338561814,0.705754949,0.87572696,0
0.978908095,1,0.604704133,0.04885133,0.451648357,0.424276211,0.653555463,0.875924568,0
0.966601015,4,0.593743188,0.312360983,0.431651326,0.360948821,0.906104171,0.792600146,0
0.97895883,2,0.030823562,0.077502792,0.026713401,0.515047216,0.108326354,0.541760617,0
0.969958014,0,0.511457065,0.009312092,0.428322578,0.143610367,0.520769157,0.571932945,0
0.972586841,2,0.542558079,0.107144142,0.500463939,0.433449278,0.649702221,0.933913217,0
0.980926796,0,0.043488771,0.137875829,0.052926247,0.038861497,0.1813646,0.091787744,0
0.984807303,2,0.633560359,0.075457208,0.221765747,0.278779643,0.709017567,0.50054539,0
0.96060114,1,0.093769527,0.187047423,0.390583157,0.386298834,0.28081695,0.776881991,0
0.981442368,3,0.002580367,0.537375227,0.292440342,0.560600168,0.539955594,0.85304051,0
0.978349468,2,0.012524455,0.472642284,0.150742209,0.35512149,0.485166739,0.505863699,0
0.986649693,1,0.291173964,0.411142904,0.212576473,0.604059386,0.702316868,0.816635859,0
0.967061812,1,0.07899143,0.648961272,0.310461342,0.130862948,0.727952703,0.44132429,0
0.98917022,3,0.489208211,0.032574636,0.48051973,0.353232804,0.521782847,0.833752534,0
0.989360977,1,0.327155291,0.309987621,0.583303468,0.311085433,0.637142912,0.894388901,0
0.981468048,1,0.341693779,0.13737195,0.546233064,0.286179483,0.479065729,0.832412547,0
0.967722255,3,0.207726324,0.457348641,0.396237308,0.340382572,0.665074965,0.736619879,0
0.979014033,0,0.239251844,0.38069275,0.248272454,0.30009805,0.619944593,0.548370504,0
0.969066565,1,0.66075563,0.144127069,0.143836242,0.196574641,0.804882699,0.340410883,0
0.961316433,1,0.497437754,0.152059382,0.027764762,0.181189272,0.649497136,0.208954033,0
0.9659516,2,0.013864143,0.180013086,0.211696693,0.057351472,0.193877229,0.269048165,0
0.967631336,2,0.287805395,0.583676852,0.357839258,0.133279377,0.871482247,0.491118635,0
0.983003357,0,0.149551724,0.108845083,0.394206198,0.593167263,0.258396807,0.987373462,0
0.974665704,1,0.232218561,0.637999684,0.620107486,0.32116513,0.870218245,0.941272616,0
0.983763099,4,0.467839448,0.152506527,0.442321782,0.212504227,0.620345974,0.654826009,0
0.970406369,2,0.180055742,0.644215379,0.539040606,0.035783601,0.824271121,0.574824208,0
0.960162764,1,0.22470449,0.390314936,0.34030537,0.51617183,0.615019426,0.8564772,0
0.988208433,2,0.235951148,0.347847545,0.1156919,0.346498259,0.583798692,0.462190159,0
0.971635385,3,0.050000223,0.644338235,0.625547143,0.155793231,0.694338458,0.781340374,0
0.972694113,4,0.278549837,0.002273171,0.330356091,0.49250511,0.280823007,0.822861201,0
0.972886886,3,0.31340959,0.359143327,0.289308261,0.297453403,0.672552916,0.586761664,0
0.983684879,0,0.479438627,0.201034217,0.439991339,0.076600591,0.680472843,0.516591931,0
0.978328496,1,0.224659646,0.366916965,0.611870082,0.12002242,0.591576611,0.731892502,0
0.960888696,1,0.62200091,0.101568034,0.441324424,0.027194219,0.723568944,0.468518643,0
0.979906136,4,0.638615365,0.147719765,0.552818171,0.366704145,0.78633513,0.919522315,0
0.981810988,0,0.297204045,0.100806794,0.267111234,0.363321245,0.398010839,0.630432479,0
0.975994962,4,0.213303243,0.663580118,0.275256104,0.561289919,0.876883362,0.836546023,0
0.981372997,2,0.351605463,0.426832051,0.583210756,0.098106543,0.778437514,0.681317298,0
0.983482785,0,0.318262675,0.624650382,0.108309497,0.250649943,0.942913057,0.35895944,0
0.974413908,0,0.318961255,0.383662859,0.015007162,0.031958819,0.702624113,0.046965981,0
0.968989133,3,0.45441868,0.193646315,0.23856603,0.096465505,0.648064995,0.335031535,0
0.972904826,1,0.497154076,0.161996155,0.399079546,0.323947599,0.659150231,0.723027145,0
0.98240271,2,0.142105367,0.338547624,0.014025301,0.43387005,0.480652992,0.447895351,0
0.974066521,3,0.401813405,0.576254535,0.078568722,0.131066655,0.97806794,0.209635377,0
0.973114966,0,0.463101135,0.514233813,0.299267489,0.437080461,0.977334948,0.73634795,0
0.965144788,0,0.293891303,0.121647983,0.191969669,0.036363688,0.415539286,0.228333357,0
0.982395166,0,0.034761849,0.459018528,0.411468482,0.580352912,0.493780377,0.991821394,0
0.969816312,3,0.057730447,0.292996068,0.31316797,0.22572059,0.350726515,0.538888561,0
0.962382752,0,0.486697933,0.202042388,0.030658733,0.344302792,0.688740321,0.374961525,0
0.976402135,4,0.371500564,0.204299123,0.336485286,0.286575185,0.575799687,0.623060471,0
0.989413358,1,0.209958969,0.645049346,0.505655696,0.174619148,0.855008315,0.680274843,0
0.97070733,1,0.351177997,0.200657597,0.100101636,0.630890947,0.551835594,0.730992583,0
0.977493291,2,0.414457867,0.364533668,0.414843455,0.188628253,0.778991535,0.603471707,0
0.980737911,3,0.290461526,0.277560752,0.125988651,0.011941732,0.568022278,0.137930383,0
0.964659727,4,0.537794279,0.150400961,0.176843429,0.586188978,0.688195239,0.763032406,0
0.98661007,3,0.246259841,0.643612243,0.233047787,0.199698141,0.889872084,0.432745928,0
0.971446788,3,0.180055625,0.595177871,0.399002121,0.343852518,0.775233496,0.742854639,0
0.9623053,2,0.107268135,0.127738706,0.060055206,0.577020768,0.235006841,0.637075974,0
0.971763919,4,0.161343853,0.582007109,0.548458367,0.263405492,0.743350962,0.81186386,0
0.974540207,3,0.096421647,0.297498537,0.132301998,0.317774808,0.393920184,0.450076806,0
0.974409325,2,0.297763224,0.460189498,0.104801811,0.174980005,0.757952723,0.279781816,0
0.96122347,2,0.482673503,0.165705087,0.50355015,0.443123771,0.64837859,0.946673921,0
0.980511388,2,0.388238787,0.526354643,0.095103156,0.05937726,0.91459343,0.154480416,0
0.975463347,4,0.084183992,0.302168372,0.394685198,0.439030367,0.386352365,0.833715566,0
0.986315605,4,0.501301072,0.494553513,0.192991433,0.470870575,0.995854586,0.663862007,0
0.960669716,4,0.139330122,0.306401193,0.254043767,0.60814045,0.445731315,0.862184216,0
0.987878929,4,0.492677934,0.064746561,0.38837746,0.065625973,0.557424495,0.454003432,0
0.971416068,1,0.231075691,0.004135168,0.12344664,0.485014863,0.23521086,0.608461503,0
0.97292297,2,0.225395437,0.446917835,0.121364568,0.64336307,0.672313272,0.764727638,0
0.968157255,2,0.306989059,0.420049845,0.334167936,0.040713926,0.727038904,0.374881862,0
0.9664965,0,0.053151726,0.655560178,0.067803426,0.34773259,0.708711904,0.415536016,0
0.973923285,1,0.166170414,0.359418396,0.48379758,0.09977715,0.525588809,0.583574729,0
0.985360042,4,0.41186079,0.216468046,0.342079815,0.61864873,0.628328836,0.960728546,0
0.980693265,1,0.222557521,0.027818416,0.161334664,0.48159661,0.250375937,0.642931273,0
0.964298069,4,0.20441302,0.174259193,0.396607983,0.521148817,0.378672213,0.9177568,0
0.988133494,3,0.087457481,0.356569525,0.08912906,0.394049802,0.444027006,0.483178863,0
0.98630417,3,0.44169326,0.002976158,0.53922359,0.12616891,0.444669418,0.6653925,0
0.968082418,1,0.227600163,0.068563725,0.003000866,0.613580964,0.296163888,0.61658183,0
0.966189638,3,0.128816545,0.469881702,0.375630045,0.034642323,0.598698248,0.410272368,0
0.967297157,0,0.189553636,0.163980675,0.536688755,0.125625397,0.353534311,0.662314152,0
0.982036506,2,0.465899921,0.340688097,0.137158578,0.131560884,0.806588017,0.268719462,0
0.960003318,3,0.02075632,0.274297552,0.47167454,0.440752433,0.295053873,0.912426973,0
0.975175773,0,0.446193167,0.346393754,0.30546244,0.062169858,0.79258692,0.367632298,0
0.96994003,4,0.29833456,0.594075967,0.300934747,0.44891293,0.892410527,0.749847678,0
0.981221079,3,0.429599699,0.031228723,0.151036075,0.290912133,0.460828422,0.441948209,0
0.963703697,4,0.601875647,0.311462829,0.126033053,0.160114696,0.913338475,0.28614775,0
0.970534609,3,0.070281648,0.062469589,0.294332416,0.507262986,0.132751237,0.801595402,0
0.984036406,2,0.284039764,0.462108549,0.385078814,0.206120787,0.746148313,0.591199601,0
0.971108715,0,0.132507435,0.460388188,0.155815575,0.048033438,0.592895623,0.203849013,0
0.96603434,4,0.201781204,0.018192214,0.247683518,0.43177403,0.219973418,0.679457548,0
0.981734611,1,0.493753949,0.392988801,0.16569096,0.302464013,0.88674275,0.468154973,0
0.966576025,0,0.114802833,0.09679762,0.135282541,0.270416189,0.211600453,0.405698731,0
0.974731193,2,0.147650848,0.618507327,0.461423457,0.215819596,0.766158176,0.677243054,0
0.989047445,4,0.19010332,0.600601119,0.572693538,0.283978237,0.790704439,0.856671775,0
0.98468635,1,0.186345729,0.348124413,0.15818067,0.292735916,0.534470142,0.450916585,0
0.986194854,2,0.215405944,0.373195507,0.348046794,0.27974067,0.588601452,0.627787463,0
0.967314633,2,0.544241461,0.345239649,0.655955613,0.335183847,0.88948111,0.99113946,0
0.987783011,1,0.045296216,0.127499709,0.198525639,0.030921455,0.172795925,0.229447094,0
0.976984276,4,0.23178851,0.357323637,0.149118715,0.162996132,0.589112148,0.312114847,0
0.962146633,0,0.446858062,0.398578821,0.020124829,0.537402614,0.845436883,0.557527443,0
0.983753911,0,0.350683216,0.253793356,0.445873437,0.551517078,0.604476572,0.997390515,0
0.961179745,1,0.508051232,0.410962236,0.313281383,0.347063795,0.919013467,0.660345178,0
0.960295309,3,0.240020452,0.305423301,0.108156361,0.085411864,0.545443753,0.193568224,0
0.965919083,4,0.026976722,0.313096937,0.656773564,0.031854099,0.340073659,0.688627663,0
0.989841693,0,0.567110164,0.194309511,0.25006892,0.033517265,0.761419675,0.283586185,0
0.974569578,3,0.011203046,0.064668078,0.515467924,0.106461486,0.075871124,0.62192941,0
0.989639864,3,0.145159554,0.558991677,0.221010467,0.399581752,0.704151231,0.62059222,0
0.976073784,1,0.076112715,0.478890477,0.069484398,0.369431706,0.555003192,0.438916104,0
0.967428738,0,0.305337952,0.599550259,0.415618564,0.167530477,0.904888212,0.583149041,0
0.982725716,1,0.3235504,0.381758894,0.346322726,0.349497367,0.705309294,0.695820093,0
0.984422401,3,0.635166413,0.360314338,0.542969859,0.172220333,0.995480751,0.715190192,0
0.96962152,2,0.032068029,0.239383457,0.306415467,0.64201337,0.271451485,0.948428837,0
0.975014492,1,0.37995209,0.554488566,0.013658176,0.087007759,0.934440656,0.100665935,0
0.961486539,2,0.418432291,0.513174059,0.253393902,0.398226249,0.93160635,0.65162015,0
0.984448282,1,0.262838539,0.42313316,0.267384793,0.463855532,0.685971699,0.731240326,0
0.970346757,0,0.147270003,0.403160859,0.389033912,0.450680433,0.550430863,0.839714345,0
0.963997622,4,0.662830761,0.116317875,0.44962943,0.295456161,0.779148636,0.74508559,0
0.963332158,1,0.382298729,0.075751578,0.349647178,0.04191486,0.458050307,0.391562038,0
0.972500398,1,0.41931175,0.101687193,0.457136361,0.194860499,0.520998943,0.651996861,0
0.986415283,3,0.173609179,0.544802877,0.367149854,0.129176175,0.718412056,0.496326029,0
0.98202435,1,0.54618893,0.422463747,0.328989742,0.371632641,0.968652678,0.700622383,0
0.983173844,1,0.49938017,0.202419091,0.228996261,0.245696743,0.701799261,0.474693004,0
0.961023636,0,0.130063724,0.50544261,0.327064982,0.606667096,0.635506334,0.933732078,0
0.970529537,3,0.309963887,0.179381542,0.22605424,0.5095754,0.489345429,0.735629639,0
0.965097184,1,0.133537911,0.635883004,0.408837951,0.568248253,0.769420915,0.977086204,0
0.98087999,4,0.398367665,0.347759479,0.005717173,0.543020017,0.746127143,0.54873719,0
