No,Date,handover_success_rate,DRB.RlcDelayUI,DRB.AirIfDelayUI,DRB.RlcSduDelayDl,DRB.AirIfDelayDl,Delay
94,2021/5/8 9:00,0.983125238,0.420073901,0.109842281,0.033363431,0.01230041,0.575580023
95,2021/5/8 10:00,0.980624607,0.106340862,0.626813484,0.256917544,0.475349916,1.465421805
96,2021/5/8 11:00,0.98499652,0.609177385,0.384252191,0.591251643,0.062574431,1.647255651
97,2021/5/8 12:00,0.969979971,0.252871976,0.367530341,0.542615124,0.357739943,1.520757384
98,2021/5/8 13:00,0.977715723,0.6356498,0.33721865,0.663195755,0.323014187,1.959078392
99,2021/5/8 14:00,0.972823948,0.12406207,0.244658111,0.080968757,0.586055727,1.035744665
100,2021/5/8 15:00,0.989167694,0.489061607,0.200003251,0.010206997,0.341957533,1.041229388
101,2021/5/8 16:00,0.974166263,0.056627468,0.382800856,0.453836228,0.119205104,1.012469657
102,2021/5/8 17:00,0.971149809,0.234306993,0.079218732,0.521010031,0.225908429,1.060444184
103,2021/5/8 18:00,0.985443567,0.245746086,0.344499364,0.648937717,0.290478915,1.529662081
104,2021/5/8 19:00,0.984239056,0.621447135,0.26921174,0.364676415,0.164834393,1.420169683
105,2021/5/8 20:00,0.985840334,0.069615303,0.166938743,0.409418996,0.316357191,0.962330232
106,2021/5/8 21:00,0.97418072,0.129974423,0.515008443,0.278898814,0.623961951,1.547843631
107,2021/5/8 22:00,0.962214702,0.291687886,0.32136249,0.083235186,0.467207895,1.163493458
108,2021/5/8 23:00,0.98476648,0.416213982,0.007897634,0.281049665,0.47790062,1.183061901
109,2021/5/9 0:00,0.967069935,0.017228725,0.284113439,0.281689447,0.423488878,1.006520490
110,2021/5/9 1:00,0.960722607,0.346287051,0.439746702,0.436626497,0.396048781,1.618709031
111,2021/5/9 2:00,0.97004458,0.099368773,0.642015672,0.168922408,0.527171844,1.437478696
112,2021/5/9 3:00,0.984997728,0.432459235,0.12063023,0.295538842,0.167054082,1.015682389
113,2021/5/9 4:00,0.961852804,0.179961824,0.344809064,0.318019477,0.240168064,1.082958429
114,2021/5/9 5:00,0.973049828,0.523491898,0.352602685,0.612977623,0.016865507,1.505937713
115,2021/5/9 6:00,0.961648151,0.00505208,0.092238089,0.263557649,0.047793982,0.408641799
116,2021/5/9 7:00,0.971046172,0.399859058,0.185340338,0.000118129,0.210026638,0.795344164
117,2021/5/9 8:00,0.986229721,0.325037929,0.178236618,0.472992042,0.051150886,1.027417476
118,2021/5/9 9:00,0.961360772,0.593329542,0.0011503,0.338753694,0.165009279,1.098242816
119,2021/5/9 10:00,0.964442542,0.348669418,0.530373737,0.64906209,0.127644975,1.655750220
120,2021/5/9 11:00,0.961954685,0.063701939,0.438471387,0.065287412,0.132254015,0.699714753
121,2021/5/9 12:00,0.96243861,0.237911239,0.155954063,0.381452982,0.281557565,1.056875849
122,2021/5/9 13:00,0.976941954,0.105795778,0.644984817,0.149632082,0.517442219,1.417854896
123,2021/5/9 14:00,0.984504159,0.400949744,0.276799749,0.556768526,0.373418371,1.607936390
124,2021/5/9 15:00,0.980281991,0.066445124,0.228353204,0.409930351,0.236920188,0.941648868
125,2021/5/9 16:00,0.960059564,0.293648223,0.338699074,0.526741057,0.275374182,1.434462536
126,2021/5/9 17:00,0.965502982,0.300657433,0.192243202,0.064453829,0.055109708,0.612464171
127,2021/5/9 18:00,0.986363475,0.411077831,0.193902127,0.283715985,0.183941789,1.072637732
128,2021/5/9 19:00,0.981383585,0.089257469,0.607983337,0.092041292,0.080277243,0.869559341
129,2021/5/9 20:00,0.967001015,0.236246103,0.456830914,0.185973498,0.312827853,1.191878368
130,2021/5/9 21:00,0.97351248,0.142336578,0.582001152,0.507907564,0.451683489,1.683928783
131,2021/5/9 22:00,0.972008405,0.266420682,0.087083313,0.272221733,0.260459301,0.886185029
132,2021/5/9 23:00,0.987370659,0.492969776,0.463694249,0.478966274,0.233186739,1.668817038
133,2021/5/10 0:00,0.979466953,0.006715272,0.481216467,0.000421915,0.182523317,0.670876971
134,2021/5/10 1:00,0.986958292,0.106721282,0.021990842,0.200735987,0.354238108,0.683686220
135,2021/5/10 2:00,0.986809318,0.168261958,0.229429166,0.542496354,0.312466498,1.252653976
136,2021/5/10 3:00,0.987335825,0.527418535,0.206627809,0.384350552,0.376529767,1.494926663
137,2021/5/10 4:00,0.984171765,0.501034155,0.083380345,0.283598846,0.629944476,1.497957822
138,2021/5/10 5:00,0.962398165,0.47805606,0.390181973,0.409090081,0.410042964,1.687371078
139,2021/5/10 6:00,0.964371213,0.098695062,0.523903443,0.063143139,0.403077517,1.088819160
140,2021/5/10 7:00,0.969957404,0.431053201,0.443256893,0.269760465,0.617292168,1.761362727
141,2021/5/10 8:00,0.961619709,0.246409142,0.610963058,0.264085859,0.136161115,1.257619174
142,2021/5/10 9:00,0.978629348,0.249610827,0.370577004,0.15636882,0.256017522,1.032574173
143,2021/5/10 10:00,0.964182976,0.004239488,0.355941432,0.582098348,0.103753397,1.046032666
144,2021/5/10 11:00,0.982738099,0.437026542,0.295590962,0.535195027,0.349498737,1.617311268
145,2021/5/10 12:00,0.988066678,0.139597978,0.15380555,0.391523506,0.211162415,0.896089450
146,2021/5/10 13:00,0.983273422,0.28161759,0.12009555,0.310668341,0.418327451,1.130708932
147,2021/5/10 14:00,0.976051,0.391560102,0.176753161,0.480524864,0.245680508,1.294518634
148,2021/5/10 15:00,0.965899924,0.265512607,0.504801705,0.556796245,0.436978888,1.764089445
149,2021/5/10 16:00,0.96416888,0.415847248,0.456816052,0.130996036,0.30499543,1.308654765
150,2021/5/10 17:00,0.981112192,0.055522755,0.143137457,0.011910535,0.006059228,0.216629975
151,2021/5/10 18:00,0.969134838,0.37419468,0.302358879,0.197219196,0.542006445,1.415779201
152,2021/5/10 19:00,0.972282524,0.370827364,0.594010269,0.024747125,0.556023087,1.545607846
153,2021/5/10 20:00,0.976342399,0.319475781,0.435791096,0.061016559,0.369860625,1.186144060
154,2021/5/10 21:00,0.970242637,0.43102515,0.360646121,0.248578187,0.432054845,1.472304302
155,2021/5/10 22:00,0.974689812,0.401201482,0.441214251,0.55241187,0.343962457,1.738790059
156,2021/5/10 23:00,0.984119521,0.42556441,0.198518211,0.648469283,0.313026209,1.585578113
157,2021/5/11 0:00,0.97143511,0.003509162,0.589631532,0.160310288,0.270182248,1.023633229
158,2021/5/11 1:00,0.974857317,0.381044514,0.233636359,0.179762476,0.154592258,0.949035606
159,2021/5/11 2:00,0.986791008,0.653948645,0.217858274,0.252197326,0.032469567,1.156473813
160,2021/5/11 3:00,0.982772762,0.450918222,0.208487688,0.459994105,0.537058598,1.656458613
161,2021/5/11 4:00,0.96395404,0.196921936,0.650322801,0.626160414,0.311101846,1.784506996
162,2021/5/11 5:00,0.981894207,0.179129202,0.303413428,0.387413819,0.246148602,1.116105051
163,2021/5/11 6:00,0.987400531,0.591360227,0.178418875,0.058069231,0.433562579,1.261410912
164,2021/5/11 7:00,0.974029822,0.200823012,0.412304442,0.238439097,0.342653883,1.194220434
165,2021/5/11 8:00,0.984037316,0.053714731,0.086386814,0.20600486,0.255490523,0.601596928
166,2021/5/11 9:00,0.97146714,0.620984918,0.198447615,0.558691322,0.1299318,1.508055656
167,2021/5/11 10:00,0.975221911,0.416441758,0.385135594,0.318629065,0.358987533,1.479193950
168,2021/5/11 11:00,0.980841712,0.210572997,0.162619098,0.214935041,0.527971661,1.116098798
169,2021/5/11 12:00,0.980717226,0.3710622,0.432178515,0.366878244,0.008357951,1.178476909
170,2021/5/11 13:00,0.982606619,0.381170779,0.574753132,0.002588484,0.130398013,1.088910408
171,2021/5/11 14:00,0.975665814,0.271127651,0.131462341,0.414341595,0.103001878,0.919933465
172,2021/5/11 15:00,0.983555576,0.045255131,0.19784162,0.400695743,0.148026829,0.791819324
173,2021/5/11 16:00,0.977364089,0.306271237,0.217161577,0.661761758,0.33017389,1.515368462
174,2021/5/11 17:00,0.979621358,0.612850636,0.092904313,0.537165145,0.338561814,1.581481909
175,2021/5/11 18:00,0.978908095,0.604704133,0.04885133,0.451648357,0.424276211,1.529480031
176,2021/5/11 19:00,0.966601015,0.593743188,0.312360983,0.431651326,0.360948821,1.698704317
177,2021/5/11 20:00,0.97895883,0.030823562,0.077502792,0.026713401,0.515047216,0.650086971
178,2021/5/11 21:00,0.969958014,0.511457065,0.009312092,0.428322578,0.143610367,1.092702102
179,2021/5/11 22:00,0.972586841,0.542558079,0.107144142,0.500463939,0.433449278,1.583615438
180,2021/5/11 23:00,0.980926796,0.043488771,0.137875829,0.052926247,0.038861497,0.273152344
181,2021/5/12 0:00,0.984807303,0.633560359,0.075457208,0.221765747,0.278779643,1.209562957
182,2021/5/12 1:00,0.96060114,0.093769527,0.187047423,0.390583157,0.386298834,1.057698941
183,2021/5/12 2:00,0.981442368,0.002580367,0.537375227,0.292440342,0.560600168,1.392996104
184,2021/5/12 3:00,0.978349468,0.012524455,0.472642284,0.150742209,0.35512149,0.991030438
185,2021/5/12 4:00,0.986649693,0.291173964,0.411142904,0.212576473,0.604059386,1.518952727
186,2021/5/12 5:00,0.967061812,0.07899143,0.648961272,0.310461342,0.130862948,1.169276993
187,2021/5/12 6:00,0.98917022,0.489208211,0.032574636,0.48051973,0.353232804,1.355535381
188,2021/5/12 7:00,0.989360977,0.327155291,0.309987621,0.583303468,0.311085433,1.531531813
189,2021/5/12 8:00,0.981468048,0.341693779,0.13737195,0.546233064,0.286179483,1.311478276
190,2021/5/12 9:00,0.967722255,0.207726324,0.457348641,0.396237308,0.340382572,1.401694844
191,2021/5/12 10:00,0.979014033,0.239251844,0.38069275,0.248272454,0.30009805,1.168315097
192,2021/5/12 11:00,0.969066565,0.66075563,0.144127069,0.143836242,0.196574641,1.145293582
193,2021/5/12 12:00,0.961316433,0.497437754,0.152059382,0.027764762,0.181189272,0.858451169
194,2021/5/12 13:00,0.9659516,0.013864143,0.180013086,0.211696693,0.057351472,0.462925394
195,2021/5/12 14:00,0.967631336,0.287805395,0.583676852,0.357839258,0.133279377,1.362600882
196,2021/5/12 15:00,0.983003357,0.149551724,0.108845083,0.394206198,0.593167263,1.245770269
197,2021/5/12 16:00,0.974665704,0.232218561,0.637999684,0.620107486,0.32116513,1.811490861
198,2021/5/12 17:00,0.983763099,0.467839448,0.152506527,0.442321782,0.212504227,1.275171983
199,2021/5/12 18:00,0.970406369,0.180055742,0.644215379,0.539040606,0.035783601,1.399095329
200,2021/5/12 19:00,0.960162764,0.22470449,0.390314936,0.34030537,0.51617183,1.471496626
201,2021/5/12 20:00,0.988208433,0.235951148,0.347847545,0.1156919,0.346498259,1.045988851
202,2021/5/12 21:00,0.971635385,0.050000223,0.644338235,0.625547143,0.155793231,1.475678832
203,2021/5/12 22:00,0.972694113,0.278549837,0.002273171,0.330356091,0.49250511,1.103684208
204,2021/5/12 23:00,0.972886886,0.31340959,0.359143327,0.289308261,0.297453403,1.259314580
205,2021/5/13 0:00,0.983684879,0.479438627,0.201034217,0.439991339,0.076600591,1.197064774
206,2021/5/13 1:00,0.978328496,0.224659646,0.366916965,0.611870082,0.12002242,1.323469113
207,2021/5/13 2:00,0.960888696,0.62200091,0.101568034,0.441324424,0.027194219,1.192087587
208,2021/5/13 3:00,0.979906136,0.638615365,0.147719765,0.552818171,0.366704145,1.705857445
209,2021/5/13 4:00,0.981810988,0.297204045,0.100806794,0.267111234,0.363321245,1.028443318
210,2021/5/13 5:00,0.975994962,0.213303243,0.663580118,0.275256104,0.561289919,1.713429385
211,2021/5/13 6:00,0.981372997,0.351605463,0.426832051,0.583210756,0.098106543,1.459754812
212,2021/5/13 7:00,0.983482785,0.318262675,0.624650382,0.108309497,0.250649943,1.301872497
213,2021/5/13 8:00,0.974413908,0.318961255,0.383662859,0.015007162,0.031958819,0.749590094
214,2021/5/13 9:00,0.968989133,0.45441868,0.193646315,0.23856603,0.096465505,0.983096530
215,2021/5/13 10:00,0.972904826,0.497154076,0.161996155,0.399079546,0.323947599,1.382177376
216,2021/5/13 11:00,0.98240271,0.142105367,0.338547624,0.014025301,0.43387005,0.928548343
217,2021/5/13 12:00,0.974066521,0.401813405,0.576254535,0.078568722,0.131066655,1.187703317
218,2021/5/13 13:00,0.973114966,0.463101135,0.514233813,0.299267489,0.437080461,1.713682898
219,2021/5/13 14:00,0.965144788,0.293891303,0.121647983,0.191969669,0.036363688,0.643872643
220,2021/5/13 15:00,0.982395166,0.034761849,0.459018528,0.411468482,0.580352912,1.485601771
221,2021/5/13 16:00,0.969816312,0.057730447,0.292996068,0.31316797,0.22572059,0.889615076
222,2021/5/13 17:00,0.962382752,0.486697933,0.202042388,0.030658733,0.344302792,1.063701846
223,2021/5/13 18:00,0.976402135,0.371500564,0.204299123,0.336485286,0.286575185,1.198860158
224,2021/5/13 19:00,0.989413358,0.209958969,0.645049346,0.505655696,0.174619148,1.535283158
225,2021/5/13 20:00,0.97070733,0.351177997,0.200657597,0.100101636,0.630890947,1.282828177
226,2021/5/13 21:00,0.977493291,0.414457867,0.364533668,0.414843455,0.188628253,1.382463242
227,2021/5/13 22:00,0.980737911,0.290461526,0.277560752,0.125988651,0.011941732,0.705952661
228,2021/5/13 23:00,0.964659727,0.537794279,0.150400961,0.176843429,0.586188978,1.451227645
229,2021/5/14 0:00,0.98661007,0.246259841,0.643612243,0.233047787,0.199698141,1.322618012
230,2021/5/14 1:00,0.971446788,0.180055625,0.595177871,0.399002121,0.343852518,1.518088135
231,2021/5/14 2:00,0.9623053,0.107268135,0.127738706,0.060055206,0.577020768,0.872082815
232,2021/5/14 3:00,0.971763919,0.161343853,0.582007109,0.548458367,0.263405492,1.555214822
233,2021/5/14 4:00,0.974540207,0.096421647,0.297498537,0.132301998,0.317774808,0.843996990
234,2021/5/14 5:00,0.974409325,0.297763224,0.460189498,0.104801811,0.174980005,1.037734539
235,2021/5/14 6:00,0.96122347,0.482673503,0.165705087,0.50355015,0.443123771,1.595052511
236,2021/5/14 7:00,0.980511388,0.388238787,0.526354643,0.095103156,0.05937726,1.069073846
237,2021/5/14 8:00,0.975463347,0.084183992,0.302168372,0.394685198,0.439030367,1.220067931
238,2021/5/14 9:00,0.986315605,0.501301072,0.494553513,0.192991433,0.470870575,1.659716593
239,2021/5/14 10:00,0.960669716,0.139330122,0.306401193,0.254043767,0.60814045,1.307915531
240,2021/5/14 11:00,0.987878929,0.492677934,0.064746561,0.38837746,0.065625973,1.011427927
241,2021/5/14 12:00,0.971416068,0.231075691,0.004135168,0.12344664,0.485014863,0.843672363
242,2021/5/14 13:00,0.97292297,0.225395437,0.446917835,0.121364568,0.64336307,1.437040910
243,2021/5/14 14:00,0.968157255,0.306989059,0.420049845,0.334167936,0.040713926,1.101920766
244,2021/5/14 15:00,0.9664965,0.053151726,0.655560178,0.067803426,0.34773259,1.124247920
245,2021/5/14 16:00,0.973923285,0.166170414,0.359418396,0.48379758,0.09977715,1.109163538
246,2021/5/14 17:00,0.985360042,0.41186079,0.216468046,0.342079815,0.61864873,1.589057382
247,2021/5/14 18:00,0.980693265,0.222557521,0.027818416,0.161334664,0.48159661,0.893307210
248,2021/5/14 19:00,0.964298069,0.20441302,0.174259193,0.396607983,0.521148817,1.296429013
249,2021/5/14 20:00,0.988133494,0.087457481,0.356569525,0.08912906,0.394049802,0.927205869
250,2021/5/14 21:00,0.98630417,0.44169326,0.002976158,0.53922359,0.12616891,1.110061918
251,2021/5/14 22:00,0.968082418,0.227600163,0.068563725,0.003000866,0.613580964,0.912745718
252,2021/5/14 23:00,0.966189638,0.128816545,0.469881702,0.375630045,0.034642323,1.008970616
253,2021/5/15 0:00,0.967297157,0.189553636,0.163980675,0.536688755,0.125625397,1.015848463
254,2021/5/15 1:00,0.982036506,0.465899921,0.340688097,0.137158578,0.131560884,1.075307479
255,2021/5/15 2:00,0.960003318,0.02075632,0.274297552,0.47167454,0.440752433,1.207480846
256,2021/5/15 3:00,0.975175773,0.446193167,0.346393754,0.30546244,0.062169858,1.160219218
257,2021/5/15 4:00,0.96994003,0.29833456,0.594075967,0.300934747,0.44891293,1.642258205
258,2021/5/15 5:00,0.981221079,0.429599699,0.031228723,0.151036075,0.290912133,0.902776631
259,2021/5/15 6:00,0.963703697,0.601875647,0.311462829,0.126033053,0.160114696,1.199486225
260,2021/5/15 7:00,0.970534609,0.070281648,0.062469589,0.294332416,0.507262986,0.934346639
261,2021/5/15 8:00,0.984036406,0.284039764,0.462108549,0.385078814,0.206120787,1.337347914
262,2021/5/15 9:00,0.971108715,0.132507435,0.460388188,0.155815575,0.048033438,0.796744636
263,2021/5/15 10:00,0.96603434,0.201781204,0.018192214,0.247683518,0.43177403,0.899430966
264,2021/5/15 11:00,0.981734611,0.493753949,0.392988801,0.16569096,0.302464013,1.354897723
265,2021/5/15 12:00,0.966576025,0.114802833,0.09679762,0.135282541,0.270416189,0.617299184
266,2021/5/15 13:00,0.974731193,0.147650848,0.618507327,0.461423457,0.215819596,1.443401230
267,2021/5/15 14:00,0.989047445,0.19010332,0.600601119,0.572693538,0.283978237,1.647376214
268,2021/5/15 15:00,0.98468635,0.186345729,0.348124413,0.15818067,0.292735916,0.985386727
269,2021/5/15 16:00,0.986194854,0.215405944,0.373195507,0.348046794,0.27974067,1.216388915
270,2021/5/15 17:00,0.967314633,0.544241461,0.345239649,0.655955613,0.335183847,1.88062057
271,2021/5/15 18:00,0.987783011,0.045296216,0.127499709,0.198525639,0.030921455,0.402243019
272,2021/5/15 19:00,0.976984276,0.23178851,0.357323637,0.149118715,0.162996132,0.901226995
273,2021/5/15 20:00,0.962146633,0.446858062,0.398578821,0.020124829,0.537402614,1.402964326
274,2021/5/15 21:00,0.983753911,0.350683216,0.253793356,0.445873437,0.551517078,1.601867087
275,2021/5/15 22:00,0.961179745,0.508051232,0.410962236,0.313281383,0.347063795,1.579358645
276,2021/5/15 23:00,0.960295309,0.240020452,0.305423301,0.108156361,0.085411864,0.739011977
277,2021/5/16 0:00,0.965919083,0.026976722,0.313096937,0.656773564,0.031854099,1.028701322
278,2021/5/16 1:00,0.989841693,0.567110164,0.194309511,0.25006892,0.033517265,1.045005860
279,2021/5/16 2:00,0.974569578,0.011203046,0.064668078,0.515467924,0.106461486,0.697800534
280,2021/5/16 3:00,0.989639864,0.145159554,0.558991677,0.221010467,0.399581752,1.324743451
281,2021/5/16 4:00,0.976073784,0.076112715,0.478890477,0.069484398,0.369431706,0.993919296
282,2021/5/16 5:00,0.967428738,0.305337952,0.599550259,0.415618564,0.167530477,1.488037253
